Agency,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2022-08_delta,2022-09_delta,2022-10_delta,2022-11_delta,2022-12_delta,2023-01_delta,2023-02_delta,2023-03_delta,2023-04_delta,2023-05_delta,2023-06_delta,2023-07_delta,2023-08_delta,2023-09_delta,2023-10_delta,2023-11_delta,2023-12_delta,2024-01_delta,2024-02_delta,2024-03_delta,2024-04_delta,2024-05_delta,2024-06_delta,2024-07_delta,2024-08_delta,2024-09_delta,2024-10_delta,2024-11_delta,2024-12_delta,2025-01_delta,2025-02_delta,2025-03_delta,2025-04_delta,2025-05_delta,2025-06_delta
Church at Pierce Rd.,0.0,1089.0,0.0,1311.0,0.0,0.0,0.0,1587.0,899.0,1429.0,710.0,466.0,0.0,0.0,1293.0,2295.0,1725.0,4070.0,4173.0,2429.0,3108.0,2377.0,3473.0,1021.0,4116.0,6693.0,1827.0,3002.0,2621.0,2000.0,2398.0,2569.0,2551.0,2972.0,2311.0,3056.0,1089.0,-1089.0,1311.0,-1311.0,0.0,0.0,1587.0,-688.0,530.0,-719.0,-244.0,-466.0,0.0,1293.0,1002.0,-570.0,2345.0,103.0,-1744.0,679.0,-731.0,1096.0,-2452.0,3095.0,2577.0,-4866.0,1175.0,-381.0,-621.0,398.0,171.0,-18.0,421.0,-661.0,745.0
Crossview Church Food Pantry,239.0,897.0,317.0,757.0,0.0,559.0,514.0,323.0,0.0,0.0,743.0,136.0,644.0,1488.0,352.0,416.0,0.0,0.0,1480.0,5128.0,6796.0,6225.0,6625.0,6007.0,5774.0,5539.0,12168.0,4674.0,5709.0,4862.0,9507.0,9302.0,4874.0,7935.0,11378.0,6557.0,658.0,-580.0,440.0,-757.0,559.0,-45.0,-191.0,-323.0,0.0,743.0,-607.0,508.0,844.0,-1136.0,64.0,-416.0,0.0,1480.0,3648.0,1668.0,-571.0,400.0,-618.0,-233.0,-235.0,6629.0,-7494.0,1035.0,-847.0,4645.0,-205.0,-4428.0,3061.0,3443.0,-4821.0
F2K360 BARROW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5022.0,0.0,10902.0,0.0,5057.0,7993.0,0.0,10510.0,0.0,0.0,0.0,0.0,0.0,0.0,23938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5022.0,-5022.0,10902.0,-10902.0,5057.0,2936.0,-7993.0,10510.0,-10510.0,0.0,0.0,0.0,0.0,0.0,23938.0,-23938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First Baptist Church of Carl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23018.0,-23018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Food 2 Kids Barrow County,0.0,3150.0,404.0,1463.0,930.0,1345.0,585.0,0.0,0.0,0.0,0.0,0.0,1406.0,0.0,5880.0,0.0,0.0,11942.0,0.0,19678.0,9391.0,10972.0,3418.0,0.0,11602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150.0,-2746.0,1059.0,-533.0,415.0,-760.0,-585.0,0.0,0.0,0.0,0.0,1406.0,-1406.0,5880.0,-5880.0,0.0,11942.0,-11942.0,19678.0,-10287.0,1581.0,-7554.0,-3418.0,11602.0,-11602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hills Temple FBH Church,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12601.0,7742.0,840.0,8386.0,5614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12601.0,-4859.0,-6902.0,7546.0,-2772.0,-5614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"New Path 1010, INC.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3977.0,4570.0,0.0,0.0,0.0,8001.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3977.0,593.0,-4570.0,0.0,0.0,8001.0,-7071.0,-930.0,0.0,0.0,0.0,0.0
Project Adam Community Asst Ct,155.0,0.0,0.0,529.0,0.0,0.0,263.0,180.0,1174.0,706.0,1432.0,1762.0,1240.0,2385.0,2291.0,2354.0,2702.0,3114.0,3264.0,1979.0,2583.0,3140.0,1957.0,1571.9,2907.9,2682.0,3106.0,2170.0,1178.0,701.0,1657.0,2426.0,949.0,1838.0,2648.0,2708.5,-155.0,0.0,529.0,-529.0,0.0,263.0,-83.0,994.0,-468.0,726.0,330.0,-522.0,1145.0,-94.0,63.0,348.0,412.0,150.0,-1285.0,604.0,557.0,-1183.0,-385.0999999999999,1336.0,-225.9000000000001,424.0,-936.0,-992.0,-477.0,956.0,769.0,-1477.0,889.0,810.0,60.5
"Richard C. Wilson Recovery Residence, INC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3051.0,7474.0,8400.0,2781.0,4121.0,3504.0,1961.0,2992.0,3318.0,2009.0,3044.0,5069.0,4852.0,1573.0,5771.0,5400.0,3301.0,5107.0,4278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3051.0,4423.0,926.0,-5619.0,1340.0,-617.0,-1543.0,1031.0,326.0,-1309.0,1035.0,2025.0,-217.0,-3279.0,4198.0,-371.0,-2099.0,1806.0,-829.0
River Hills Church,21345.0,10163.0,10151.0,10628.0,11665.0,8525.0,11628.0,10668.0,10645.0,9090.0,8066.0,8864.0,12233.0,8543.0,9530.0,9987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11182.0,-12.0,477.0,1037.0,-3140.0,3103.0,-960.0,-23.0,-1555.0,-1024.0,798.0,3369.0,-3690.0,987.0,457.0,-9987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SAY In Need, Inc",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.0,343.0,0.0,971.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,735.0,0.0,584.0,1998.0,0.0,1097.0,457.0,803.0,3622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.0,-883.0,-343.0,971.0,-971.0,0.0,640.0,-640.0,0.0,0.0,0.0,735.0,-735.0,584.0,1414.0,-1998.0,1097.0,-640.0,346.0,2819.0,-3622.0
SYTGE (Seeing You Through God's Eyes) Outreach Ministry,0.0,0.0,478.0,0.0,509.0,1074.0,924.0,926.0,830.0,0.0,822.0,0.0,0.0,0.0,735.0,0.0,766.0,571.0,0.0,1883.0,2416.0,2681.0,1248.0,2196.0,580.0,2386.0,2120.0,1995.0,2410.0,1701.0,1847.0,2497.0,3394.0,2575.0,3122.0,2362.5,0.0,478.0,-478.0,509.0,565.0,-150.0,2.0,-96.0,-830.0,822.0,-822.0,0.0,0.0,735.0,-735.0,766.0,-195.0,-571.0,1883.0,533.0,265.0,-1433.0,948.0,-1616.0,1806.0,-266.0,-125.0,415.0,-709.0,146.0,650.0,897.0,-819.0,547.0,-759.5
"Saint Vincent De Paul, St Matthew Winder Conference",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,975.0,233.0,586.0,1032.0,830.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,786.0,-742.0,353.0,446.0,-201.5
"Spirit Of Sharing, INC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10749.0,12000.0,11201.0,13737.0,12894.0,11915.0,11547.0,11396.0,10392.0,11760.0,8933.0,12618.0,11916.0,13046.0,12703.0,14143.0,13450.0,12000.0,19925.0,27781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10749.0,1251.0,-799.0,2536.0,-843.0,-979.0,-368.0,-151.0,-1004.0,1368.0,-2827.0,3685.0,-702.0,1130.0,-343.0,1440.0,-693.0,-1450.0,7925.0,7856.0
Winder Church of God of Prophecy,871.0,836.0,505.0,297.0,559.0,274.0,339.0,235.0,381.0,501.0,304.0,513.0,427.0,639.0,334.0,697.0,266.0,442.0,265.0,653.0,377.0,576.0,301.0,229.0,388.0,442.0,312.0,424.0,477.0,356.0,560.0,329.0,264.0,475.0,460.0,456.0,-35.0,-331.0,-208.0,262.0,-285.0,65.0,-104.0,146.0,120.0,-197.0,209.0,-86.0,212.0,-305.0,363.0,-431.0,176.0,-177.0,388.0,-276.0,199.0,-275.0,-72.0,159.0,54.0,-130.0,112.0,53.0,-121.0,204.0,-231.0,-65.0,211.0,-15.0,-4.0
Winder Freelife Church,0.0,979.0,776.0,427.0,14389.0,460.0,0.0,412.0,682.0,500.0,441.0,538.0,257.0,803.0,571.0,566.0,12146.0,217.0,250.0,912.0,960.0,0.0,774.0,728.0,1278.0,617.0,853.0,833.0,1654.0,0.0,989.0,0.0,768.0,5290.0,480.0,386.12,979.0,-203.0,-349.0,13962.0,-13929.0,-460.0,412.0,270.0,-182.0,-59.0,97.0,-281.0,546.0,-232.0,-5.0,11580.0,-11929.0,33.0,662.0,48.0,-960.0,774.0,-46.0,550.0,-661.0,236.0,-20.0,821.0,-1654.0,989.0,-989.0,768.0,4522.0,-4810.0,-93.88
Winder Wesleyan Church,0.0,0.0,0.0,501.0,125.0,0.0,776.0,588.0,0.0,0.0,0.0,244.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,346.0,0.0,0.0,227.0,0.0,0.0,499.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,-376.0,-125.0,776.0,-188.0,-588.0,0.0,0.0,244.0,-244.0,244.0,-244.0,0.0,0.0,0.0,0.0,346.0,-346.0,0.0,227.0,-227.0,0.0,499.0,48.0,-547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YMCA of GA's Piedmont- Barrow County,1036.0,2926.0,3698.0,908.0,2930.0,1284.0,3244.0,1728.0,1302.0,718.0,1026.0,2053.0,312.0,2036.0,1865.0,3414.0,2363.0,1615.0,4118.0,2415.0,3334.0,7176.0,5603.0,0.0,4774.45,4266.0,3088.0,4908.0,3333.0,2637.0,5840.0,4742.0,4585.0,2359.0,10437.0,20569.0,1890.0,772.0,-2790.0,2022.0,-1646.0,1960.0,-1516.0,-426.0,-584.0,308.0,1027.0,-1741.0,1724.0,-171.0,1549.0,-1051.0,-748.0,2503.0,-1703.0,919.0,3842.0,-1573.0,-5603.0,4774.45,-508.4499999999998,-1178.0,1820.0,-1575.0,-696.0,3203.0,-1098.0,-157.0,-2226.0,8078.0,10132.0
