Agency Id,Order Id,Product Id,Agency Ref,Agency Name,Order Ref,Agency Activity,Agency Group,Agency Type,Product Category,Product Ref,Quantity,Total Purchased,Total Cost,Total Service Fee,Weight,County,Service Fee,Pickup Delivery Date,Confirmed Date,Service Fee Name,Shipping Method,Is Non Food,Warehouse Name,Warehouse Ref,Agency Postal Code,Agency City,Product Name,Category
451,177010,8981,L-105,Lexington Baptist Church,479632,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,F-15-90554,6,0,0,14.04,78,OGLETHORPE,0.18,3/13/2024 14:30,3/13/2024 10:48,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30648.0,Lexington,JENNIE-O TURKEY FRANKS,Proteins
451,179963,1045,L-105,Lexington Baptist Church,482572,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,W-25-10009,58,0,0,0.0,58,OGLETHORPE,0.0,5/1/2024 14:30,5/1/2024 11:39,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30648.0,Lexington,"ASSORTED SNACK ITEMS, SHL",Food Misc.
451,175514,5958,L-105,Lexington Baptist Church,478143,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,C-16-10001,757,0,0,0.0,757,OGLETHORPE,0.0,2/12/2024 14:30,2/21/2024 12:42,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30648.0,Lexington,"COOLER FOOD, MISC. SHL",Food Misc.
451,172481,5958,L-105,Lexington Baptist Church,476112,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,C-16-10001,28,0,0,5.04,28,OGLETHORPE,0.18,1/3/2024 14:30,1/3/2024 11:54,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30648.0,Lexington,"COOLER FOOD, MISC. SHL",Food Misc.
451,182595,5407,L-105,Lexington Baptist Church,485198,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,F-15-10000,56,0,0,10.08,56,OGLETHORPE,0.18,6/26/2024 14:30,6/26/2024 11:45,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30648.0,Lexington,"MEAT & SEAFOOD, FROZEN SHL",Proteins
451,175288,5938,L-105,Lexington Baptist Church,477917,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,C-28-10001,51,0,0,1.53,51,OGLETHORPE,0.03,2/7/2024 14:30,2/7/2024 11:40,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30648.0,Lexington,"PRODUCE, FRESH SHL",Mixed Produce
433,179147,5938,T-114,Thankful Baptist Church,481760,,FP/OP/GNAP/USDA,YOUTH-Agency,BLUE RECEIPT-SHL,C-28-10001,690,0,0,0.0,690,OGLETHORPE,0.0,4/20/2024 7:00,4/22/2024 13:45,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30667.0,Stephens,"PRODUCE, FRESH SHL",Mixed Produce
1007,181916,688,S-141,SWAG Ministries,484520,,FP/OP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,W-01-10000,18,0,0,3.24,18,OGLETHORPE,0.18,6/5/2024 9:27,6/5/2024 9:32,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30630.0,Crawford,"ASSORTED NON-FOOD ITEMS, SHL",Non-Food Misc.
451,180869,875,L-105,Lexington Baptist Church,483475,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,W-04-10000,13,0,0,0.0,13,OGLETHORPE,0.0,5/15/2024 14:30,5/15/2024 11:33,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30648.0,Lexington,"BREAD & BAKERY, ASSORTED SHL",Grains
451,175962,5407,L-105,Lexington Baptist Church,478590,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,F-15-10000,80,0,0,0.0,80,OGLETHORPE,0.0,2/21/2024 14:30,2/21/2024 11:59,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30648.0,Lexington,"MEAT & SEAFOOD, FROZEN SHL",Proteins
433,177134,5407,T-114,Thankful Baptist Church,479755,,FP/OP/GNAP/USDA,YOUTH-Agency,BLUE RECEIPT-SHL,F-15-10000,20,0,0,0.0,20,OGLETHORPE,0.0,3/12/2024 15:14,3/12/2024 10:56,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30667.0,Stephens,"MEAT & SEAFOOD, FROZEN SHL",Proteins
451,172692,8761,L-105,Lexington Baptist Church,476323,,FP/GNAP/USDA,FOOD PANTRY-Agency,USDA,N-50-10306,13,0,0,0.0,325,OGLETHORPE,0.0,1/8/2024 14:30,1/16/2024 8:14,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30648.0,Lexington,USDA WHOLE DEGLET DATES,Fruits
940,181526,8975,O-114,Oconee Baptist Church ,FAIMPORT484130,,FOOD PANTRY,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,MCC-07-10001,20,0,0,0.0,20,OGLETHORPE,0.0,5/23/2024 0:00,5/23/2024 0:00,Price Code 1,CONTACT FOR DELIVERY,False,Food Bank of Northeast Georgia,01,30667.0,Stephens,"DAIRY PRODUCTS, SHL RETAIL PICKUPS",Dairy
433,179500,8975,T-114,Thankful Baptist Church,FAIMPORT482113,,FP/OP/GNAP/USDA,YOUTH-Agency,BLUE RECEIPT-SHL,MCC-07-10001,184,0,0,0.0,184,OGLETHORPE,0.0,4/18/2024 0:00,4/18/2024 0:00,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30667.0,Stephens,"DAIRY PRODUCTS, SHL RETAIL PICKUPS",Dairy
433,172551,690,T-114,Thankful Baptist Church,476182,,FP/OP/GNAP/USDA,YOUTH-Agency,BLUE RECEIPT-SHL,W-03-10013,31,0,0,0.0,31,OGLETHORPE,0.0,1/4/2024 15:14,1/4/2024 11:53,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30667.0,Stephens,"ASSORTED BEVERAGES, SHL",Beverages
817,181458,9083,F2KOGL,Food 2 Kids Oglethorpe County,484062,,DIRECT ASSISTANCE,DIRECT ASSISTANCE-Agency,GNAP,N-40-10288,1,0,0,0.0,12,OGLETHORPE,0.0,5/30/2024 12:00,5/31/2024 14:15,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30607.0,Athens,GNAP HONEY ROASTED SUNFLOWER SEED KERNALS,Proteins
451,178668,875,L-105,Lexington Baptist Church,481284,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,W-04-10000,87,0,0,0.0,87,OGLETHORPE,0.0,4/10/2024 14:30,4/10/2024 11:53,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30648.0,Lexington,"BREAD & BAKERY, ASSORTED SHL",Grains
451,172692,5407,L-105,Lexington Baptist Church,476323,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,F-15-10000,1482,0,0,0.0,1482,OGLETHORPE,0.0,1/8/2024 14:30,1/16/2024 8:14,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30648.0,Lexington,"MEAT & SEAFOOD, FROZEN SHL",Proteins
1007,181486,7083,S-141,SWAG Ministries,484090,,FP/OP/USDA,FOOD PANTRY-Agency,USDA,C-50-10029,2,0,0,4.32,24,OGLETHORPE,0.18,6/5/2024 10:00,6/5/2024 10:06,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30630.0,Crawford,"USDA MILD CHEDDAR CHEESE, BLOCK CCC",Dairy
433,173114,683,T-114,Thankful Baptist Church,476744,,FP/OP/GNAP/USDA,YOUTH-Agency,BLUE RECEIPT-SHL,W-16-10001,18,0,0,3.24,18,OGLETHORPE,0.18,1/16/2024 15:14,1/16/2024 11:00,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30667.0,Stephens,MISC. FOOD BOX SHL,Food Misc.
433,175565,5407,T-114,Thankful Baptist Church,478193,,FP/OP/GNAP/USDA,YOUTH-Agency,BLUE RECEIPT-SHL,F-15-10000,119,0,0,21.42,119,OGLETHORPE,0.18,2/13/2024 15:14,2/13/2024 11:04,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30667.0,Stephens,"MEAT & SEAFOOD, FROZEN SHL",Proteins
940,176085,5772,O-114,Oconee Baptist Church ,478712,,FOOD PANTRY,FOOD PANTRY-Agency,LOCAL - LL,C-28-10000,242,0,0,7.26,242,OGLETHORPE,0.03,2/23/2024 9:57,2/23/2024 10:06,Price Code 1,CONTACT FOR DELIVERY,False,Sharing Floor Athens,01-SH,30667.0,Stephens,"PRODUCE, FRESH LL",Mixed Produce
451,181689,690,L-105,Lexington Baptist Church,484293,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,W-03-10013,252,0,0,0.0,252,OGLETHORPE,0.0,5/31/2024 14:30,5/31/2024 11:56,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30648.0,Lexington,"ASSORTED BEVERAGES, SHL",Beverages
433,181784,8991,T-114,Thankful Baptist Church,484388,,FP/OP/GNAP/USDA,YOUTH-Agency,USDA,N-50-10311,13,0,0,0.0,312,OGLETHORPE,0.0,6/15/2024 7:00,6/15/2024 9:53,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30667.0,Stephens,USDA HAZELNUTS CCC,Proteins
451,182385,2426,L-105,Lexington Baptist Church,484989,,FP/GNAP/USDA,FOOD PANTRY-Agency,USDA,N-50-10112,2,0,0,9.0,50,OGLETHORPE,0.18,6/26/2024 12:30,6/26/2024 12:28,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30648.0,Lexington,USDA PISTACHIOS,Proteins
433,176686,683,T-114,Thankful Baptist Church,479309,,FP/OP/GNAP/USDA,YOUTH-Agency,BLUE RECEIPT-SHL,W-16-10001,59,0,0,0.0,59,OGLETHORPE,0.0,3/5/2024 15:14,3/5/2024 10:38,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30667.0,Stephens,MISC. FOOD BOX SHL,Food Misc.
451,177235,5407,L-105,Lexington Baptist Church,479855,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,F-15-10000,2,0,0,0.36,2,OGLETHORPE,0.18,3/13/2024 14:30,3/13/2024 11:38,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30648.0,Lexington,"MEAT & SEAFOOD, FROZEN SHL",Proteins
1007,173524,696,S-141,SWAG Ministries,477153,,FP/OP/USDA,FOOD PANTRY-Agency,LOCAL - LL,W-25-10000,25,0,0,4.5,25,OGLETHORPE,0.18,1/24/2024 9:33,1/24/2024 9:37,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30630.0,Crawford,"ASSORTED SNACK ITEMS, LL",Food Misc.
940,175102,8942,O-114,Oconee Baptist Church ,477732,,FOOD PANTRY,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,C-28-90533,9,0,0,0.0,378,OGLETHORPE,0.0,2/8/2024 8:20,2/9/2024 8:51,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30667.0,Stephens,"ORANGES, SHL",Fruits
713,176961,6780,B-136,Burt's United Methodist Church,479583,,FP/GNAP/USDA,FOOD PANTRY-Agency,USDA,C-50-10024,5,0,0,21.5,215,OGLETHORPE,0.1,3/19/2024 13:44,3/19/2024 12:19,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30627.0,Lexington,USDA APPLES,Fruits
433,182935,8974,T-114,Thankful Baptist Church,FAIMPORT485536,,FP/OP/GNAP/USDA,YOUTH-Agency,BLUE RECEIPT-SHL,MCW-04-10000,56,0,0,0.0,56,OGLETHORPE,0.0,6/28/2024 0:00,6/28/2024 0:00,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30667.0,Stephens,"BREAD AND BAKERY, SHL RETAIL PICKUPS",Grains
162,181304,8973,O-101,Oglethorpe County Senior Center,FAIMPORT483908,,FP/OP/USDA,SENIOR-Agency,BLUE RECEIPT-SHL,MCC-16-10001,9,0,0,0.0,9,OGLETHORPE,0.0,5/17/2024 0:00,5/17/2024 0:00,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30630.0,Crawford,"COOLER FOOD MISC., SHL RETAIL PICKUP",Food Misc.
451,175304,84,L-105,Lexington Baptist Church,477933,,FP/GNAP/USDA,FOOD PANTRY-Agency,USDA,N-50-10006,1,0,0,4.86,27,OGLETHORPE,0.18,2/12/2024 14:30,2/20/2024 13:43,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30648.0,Lexington,USDA GREEN BEANS,Vegetables 
940,173885,8922,O-114,Oconee Baptist Church ,477514,,FOOD PANTRY,FOOD PANTRY-Agency,LOCAL - LL,N-25-11954,2,0,0,1.8,10,OGLETHORPE,0.18,2/5/2024 8:15,2/6/2024 10:04,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30667.0,Stephens,ATKINS VAR PACK CHOC PEANUT/CARAMEL,Food Misc.
162,180481,8975,O-101,Oglethorpe County Senior Center,FAIMPORT483087,,FP/OP/USDA,SENIOR-Agency,BLUE RECEIPT-SHL,MCC-07-10001,85,0,0,0.0,85,OGLETHORPE,0.0,5/3/2024 0:00,5/3/2024 0:00,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30630.0,Crawford,"DAIRY PRODUCTS, SHL RETAIL PICKUPS",Dairy
451,182027,5938,L-105,Lexington Baptist Church,484631,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,C-28-10001,43,0,0,0.0,43,OGLETHORPE,0.0,6/7/2024 14:30,6/7/2024 11:12,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30648.0,Lexington,"PRODUCE, FRESH SHL",Mixed Produce
713,175990,8625,B-136,Burt's United Methodist Church,478618,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,N-03-11261,1,0,0,0.0,33,OGLETHORPE,0.0,2/26/2024 13:44,2/26/2024 14:00,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30627.0,Lexington,STARRY ZERO SUGAR 24 X 20 FL OZ,Beverages
646,181675,9062,C-168,Crawford Pentecostal Church,484279,,FP/USDA,AFTER SCHOOL PROGRAM-Agency,LOCAL - LL,N-25-11975,20,0,0,10.8,60,OGLETHORPE,0.18,6/5/2024 8:30,6/5/2024 12:08,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30630.0,Crawford,DOVE DARK CHOCOLATE & PEANUT BUTTER,Food Misc.
817,178738,8995,F2KOGL,Food 2 Kids Oglethorpe County,481352,,DIRECT ASSISTANCE,DIRECT ASSISTANCE-Agency,BLUE RECEIPT-SHL,N-21-10067,47,0,0,0.0,235,OGLETHORPE,0.0,4/18/2024 15:30,4/24/2024 11:26,Price Code 1,TRUCK 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30607.0,Athens,"RAMEN, MARUCHAN SHRIMP",Prepared Meals
940,181788,7164,O-114,Oconee Baptist Church ,484392,,FOOD PANTRY,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,N-03-11197,7,0,0,0.0,70,OGLETHORPE,0.0,6/6/2024 0:00,6/6/2024 11:37,Price Code 1,CONTACT FOR DELIVERY,False,Food Bank of Northeast Georgia,01,30667.0,Stephens,MT DEW ZERO SUGAR MAJOR MELON,Beverages
451,173918,683,L-105,Lexington Baptist Church,477547,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,W-16-10001,7,0,0,0.0,7,OGLETHORPE,0.0,1/31/2024 14:30,1/31/2024 12:05,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30648.0,Lexington,MISC. FOOD BOX SHL,Food Misc.
940,179789,8971,O-114,Oconee Baptist Church ,FAIMPORT482402,,FOOD PANTRY,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,MCF-16-10001,20,0,0,0.0,20,OGLETHORPE,0.0,4/25/2024 0:00,4/25/2024 0:00,Price Code 1,CONTACT FOR DELIVERY,False,Food Bank of Northeast Georgia,01,30667.0,Stephens,"FROZEN FOODS, MISC SHL RETAIL PICKUP",Food Misc.
451,181198,875,L-105,Lexington Baptist Church,483803,,FP/GNAP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,W-04-10000,28,0,0,0.0,28,OGLETHORPE,0.0,5/22/2024 14:30,5/22/2024 11:52,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30648.0,Lexington,"BREAD & BAKERY, ASSORTED SHL",Grains
817,177220,8963,F2KOGL,Food 2 Kids Oglethorpe County,479840,,DIRECT ASSISTANCE,DIRECT ASSISTANCE-Agency,YELLOW RECEIPT - SHN,N-25-11960,6,0,0,0.0,66,OGLETHORPE,0.0,3/21/2024 15:00,3/27/2024 10:55,Price Code 1,TRACTOR TRAILER 1 MOBILE PANTRY,False,Food Bank of Northeast Georgia,01,30607.0,Athens,"TAPIOCA PUDDING, BEST CHOICE",Food Misc.
433,172458,3943,T-114,Thankful Baptist Church,476089,,FP/OP/GNAP/USDA,YOUTH-Agency,USDA,N-50-10268,1,0,0,1.14,38,OGLETHORPE,0.03,1/8/2024 15:14,1/9/2024 8:58,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30667.0,Stephens,USDA APPLE JUICE,Beverages
646,181675,7083,C-168,Crawford Pentecostal Church,484279,,FP/USDA,AFTER SCHOOL PROGRAM-Agency,USDA,C-50-10029,7,0,0,15.12,84,OGLETHORPE,0.18,6/5/2024 8:30,6/5/2024 12:08,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30630.0,Crawford,"USDA MILD CHEDDAR CHEESE, BLOCK CCC",Dairy
1007,181184,5958,S-141,SWAG Ministries,483789,,FP/OP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,C-16-10001,182,0,0,32.76,182,OGLETHORPE,0.18,5/22/2024 9:45,5/22/2024 9:52,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30630.0,Crawford,"COOLER FOOD, MISC. SHL",Food Misc.
451,175210,8874,L-105,Lexington Baptist Church,477839,,FP/GNAP/USDA,FOOD PANTRY-Agency,YELLOW RECEIPT - SHN,F-10-10002,2,0,0,0.18,6,OGLETHORPE,0.03,2/9/2024 14:30,2/20/2024 13:43,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30648.0,Lexington,OUTSHINE TROPICAL SMOOTHIE CUBES,Beverages
433,173836,875,T-114,Thankful Baptist Church,477465,,FP/OP/GNAP/USDA,YOUTH-Agency,BLUE RECEIPT-SHL,W-04-10000,50,0,0,0.0,50,OGLETHORPE,0.0,1/30/2024 15:14,1/30/2024 10:53,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30667.0,Stephens,"BREAD & BAKERY, ASSORTED SHL",Grains
817,177251,3204,F2KOGL,Food 2 Kids Oglethorpe County,479871,,DIRECT ASSISTANCE,DIRECT ASSISTANCE-Agency,GNAP,N-40-10217,10,0,0,0.0,90,OGLETHORPE,0.0,3/21/2024 15:30,3/27/2024 10:00,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30607.0,Athens,GNAP CANNED HAM,Proteins
940,180634,8974,O-114,Oconee Baptist Church ,FAIMPORT483240,,FOOD PANTRY,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,MCW-04-10000,112,0,0,0.0,112,OGLETHORPE,0.0,5/10/2024 0:00,5/10/2024 0:00,Price Code 1,CONTACT FOR DELIVERY,False,Food Bank of Northeast Georgia,01,30667.0,Stephens,"BREAD AND BAKERY, SHL RETAIL PICKUPS",Grains
451,178344,3280,L-105,Lexington Baptist Church,480960,,FP/GNAP/USDA,FOOD PANTRY-Agency,YELLOW RECEIPT - SHN,N-03-10833,5,0,0,0.0,90,OGLETHORPE,0.0,4/9/2024 14:30,4/17/2024 10:56,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30648.0,Lexington,GATORADE GLACIER FREEZE,Beverages
713,180394,9013,B-136,Burt's United Methodist Church,483000,,FP/GNAP/USDA,FOOD PANTRY-Agency,USDA,N-50-10313,4,0,0,17.28,96,OGLETHORPE,0.18,5/13/2024 9:15,5/13/2024 10:47,Price Code 1,CUSTOMER PICKUP,False,Food Bank of Northeast Georgia,01,30627.0,Lexington,USDA LIGHT RED KIDNEY BEANS 24/1LB,Proteins
1007,180411,688,S-141,SWAG Ministries,483017,,FP/OP/USDA,FOOD PANTRY-Agency,BLUE RECEIPT-SHL,W-01-10000,26,0,0,4.68,26,OGLETHORPE,0.18,5/8/2024 9:37,5/8/2024 9:44,Price Code 1,CUSTOMER PICKUP,False,Sharing Floor Athens,01-SH,30630.0,Crawford,"ASSORTED NON-FOOD ITEMS, SHL",Non-Food Misc.
