County,Month,Weight,TopAgency1Name,TopAgency1Weight,TopAgency2Name,TopAgency2Weight,Num. of Unique Agencies,Source
JACKSON,2025-01,174157.0,iServe Ministries,84004.0,Church of God of Prophecy - Hoschton,17715.0,16,FH 2025 Split by County
JACKSON,2025-02,213927.0,iServe Ministries,127483.0,Potters House (Atlanta Mission),18355.0,17,FH 2025 Split by County
JACKSON,2025-03,212052.0,iServe Ministries,117372.0,Potters House (Atlanta Mission),18564.0,17,FH 2025 Split by County
JACKSON,2025-04,211221.0,iServe Ministries,112216.0,Jackson County MedLink Georgia,14810.0,20,FH 2025 Split by County
JACKSON,2025-05,221358.0,iServe Ministries,112003.0,Church of God of Prophecy - Hoschton,36412.0,19,FH 2025 Split by County
JACKSON,2025-06,197069.34,iServe Ministries,118017.0,Food 2 Kids Jackson,15106.0,18,FH 2025 Split by County
MADISON,2024-01,45231.0,Moons Grove Baptist Church (There's Hope For the Hungry),11939.0,Waggoners Grove Baptist Church,9688.0,16,FH 2024 Split by County
MADISON,2024-02,34703.0,Waggoners Grove Baptist Church,7664.0,Freedom Church of God,3936.0,18,FH 2024 Split by County
MADISON,2024-03,61907.0,Moons Grove Baptist Church (There's Hope For the Hungry),15462.0,Freedom Church of God,15112.0,19,FH 2024 Split by County
MADISON,2024-04,52342.0,Freedom Church of God,16289.0,Madison County MedLink Georgia,6860.0,17,FH 2024 Split by County
MADISON,2024-05,32730.0,Freedom Church of God,4621.0,Divine Healing Ministry of Recovery Inc.,4241.0,16,FH 2024 Split by County
MADISON,2024-06,20365.36,Waggoners Grove Baptist Church,3160.0,Freedom Church of God,2622.0,14,FH 2024 Split by County
MADISON,2025-01,34032.0,Waggoners Grove Baptist Church,7574.0,Freedom Church of God,4678.0,14,FH 2025 Split by County
MADISON,2025-02,40952.0,Waggoners Grove Baptist Church,10199.0,Freedom Church of God,5054.0,15,FH 2025 Split by County
MADISON,2025-03,99289.0,Waggoners Grove Baptist Church,43153.0,Freedom Church of God,31787.0,15,FH 2025 Split by County
MADISON,2025-04,43949.0,Freedom Church of God,13613.0,Waggoners Grove Baptist Church,5723.0,15,FH 2025 Split by County
MADISON,2025-05,59176.0,Freedom Church of God,16947.0,Madison County MedLink Georgia,11578.0,15,FH 2025 Split by County
MADISON,2025-06,35771.1,Waggoners Grove Baptist Church,6824.5599999999995,Divine Healing Ministry of Recovery Inc.,6195.4,17,FH 2025 Split by County
OCONEE,2024-01,28945.0,"Grace Fellowship Church, INC",11793.0,Living Word Baptist Church,11539.0,5,FH 2024 Split by County
OCONEE,2024-02,23949.0,"Grace Fellowship Church, INC",12291.0,Living Word Baptist Church,10564.0,4,FH 2024 Split by County
OCONEE,2024-03,25922.0,Living Word Baptist Church,11807.0,"Grace Fellowship Church, INC",10419.0,3,FH 2024 Split by County
OCONEE,2024-04,31742.0,Living Word Baptist Church,14732.0,"Grace Fellowship Church, INC",12008.0,3,FH 2024 Split by County
OCONEE,2024-05,24247.0,"Grace Fellowship Church, INC",12169.0,Living Word Baptist Church,12078.0,2,FH 2024 Split by County
OCONEE,2024-06,24477.0,"Grace Fellowship Church, INC",12050.0,Living Word Baptist Church,11145.0,3,FH 2024 Split by County
OCONEE,2025-01,29754.0,Living Word Baptist Church,12255.0,"Grace Fellowship Church, INC",12197.0,4,FH 2025 Split by County
OCONEE,2025-02,29815.0,Living Word Baptist Church,11811.0,"Grace Fellowship Church, INC",10755.0,4,FH 2025 Split by County
OCONEE,2025-03,27239.0,"Grace Fellowship Church, INC",11444.0,Living Word Baptist Church,11248.0,4,FH 2025 Split by County
OCONEE,2025-04,14513.0,Living Word Baptist Church,11728.0,"Grace Fellowship Church, INC",2654.0,3,FH 2025 Split by County
OCONEE,2025-05,23084.0,Living Word Baptist Church,11575.0,"Grace Fellowship Church, INC",11452.0,3,FH 2025 Split by County
OCONEE,2025-06,20638.0,Living Word Baptist Church,11110.0,"Grace Fellowship Church, INC",9464.0,3,FH 2025 Split by County
OGLETHORPE,2024-01,28517.0,Lexington Baptist Church,15833.0,Oglethorpe County Senior Center,3304.0,6,FH 2024 Split by County
OGLETHORPE,2024-02,33012.0,Lexington Baptist Church,13656.0,Thankful Baptist Church,12186.0,7,FH 2024 Split by County
OGLETHORPE,2024-03,32711.0,Lexington Baptist Church,14460.0,Oconee Baptist Church ,5526.0,7,FH 2024 Split by County
OGLETHORPE,2024-04,50127.0,Thankful Baptist Church,15656.0,Lexington Baptist Church,14087.0,7,FH 2024 Split by County
OGLETHORPE,2024-05,37126.0,Lexington Baptist Church,14984.0,Oglethorpe School Food Pantry,6957.0,9,FH 2024 Split by County
OGLETHORPE,2024-06,36542.36,Thankful Baptist Church,14980.0,Lexington Baptist Church,13134.18,7,FH 2024 Split by County
OGLETHORPE,2025-01,31423.0,Lexington Baptist Church,12434.0,Community Christmas of Oglethorpe County,9543.0,7,FH 2025 Split by County
OGLETHORPE,2025-02,65158.0,Lexington Baptist Church,13469.0,Thankful Baptist Church,13083.0,10,FH 2025 Split by County
OGLETHORPE,2025-03,54664.0,Oconee Baptist Church ,17668.0,Lexington Baptist Church,15074.0,8,FH 2025 Split by County
OGLETHORPE,2025-04,49607.0,Oconee Baptist Church ,19184.0,Thankful Baptist Church,12714.0,6,FH 2025 Split by County
OGLETHORPE,2025-05,35817.0,Lexington Baptist Church,12489.0,Oconee Baptist Church ,10568.0,7,FH 2025 Split by County
OGLETHORPE,2025-06,45860.64,Lexington Baptist Church,13423.0,Thankful Baptist Church,11098.0,8,FH 2025 Split by County
RABUN,2024-01,72183.0,Rabun Gap Presbyterian Church,47772.0,Food Bank of Northeast Georgia Rabun,17267.0,9,FH 2024 Split by County
RABUN,2024-02,81895.0,Rabun Gap Presbyterian Church,57028.0,Food Bank of Northeast Georgia Rabun,18909.0,8,FH 2024 Split by County
RABUN,2024-03,111945.0,Rabun Gap Presbyterian Church,79893.0,Food Bank of Northeast Georgia Rabun,25949.0,9,FH 2024 Split by County
RABUN,2024-04,76484.0,Rabun Gap Presbyterian Church,46694.0,Food Bank of Northeast Georgia Rabun,19152.0,10,FH 2024 Split by County
RABUN,2024-05,109834.0,Rabun Gap Presbyterian Church,54660.0,Food Bank of Northeast Georgia Rabun,43669.0,10,FH 2024 Split by County
RABUN,2024-06,81631.0,Rabun Gap Presbyterian Church,51167.0,Food Bank of Northeast Georgia Rabun,21542.0,10,FH 2024 Split by County
RABUN,2025-01,64664.0,Rabun Gap Presbyterian Church,50075.0,Food Bank of Northeast Georgia Rabun,7408.0,8,FH 2025 Split by County
RABUN,2025-02,74609.0,Rabun Gap Presbyterian Church,40311.0,Food Bank of Northeast Georgia Rabun,18260.0,13,FH 2025 Split by County
RABUN,2025-03,79549.0,Rabun Gap Presbyterian Church,48248.0,Food Bank of Northeast Georgia Rabun,13623.0,11,FH 2025 Split by County
RABUN,2025-04,63536.0,Rabun Gap Presbyterian Church,42800.0,Fight Abuse in the Home (FAITH),3630.0,13,FH 2025 Split by County
RABUN,2025-05,79189.0,Rabun Gap Presbyterian Church,45603.0,Food Bank of Northeast Georgia Rabun,17410.0,14,FH 2025 Split by County
RABUN,2025-06,59889.4,Rabun Gap Presbyterian Church,35030.4,Food Bank of Northeast Georgia Rabun,8905.0,12,FH 2025 Split by County
STEPHENS,2024-01,24698.0,The Springs of Toccoa,8384.0,Martin Baptist Church,4886.0,14,FH 2024 Split by County
STEPHENS,2024-02,28269.0,Martin Baptist Church,8213.0,The Springs of Toccoa,7798.0,11,FH 2024 Split by County
STEPHENS,2024-03,38290.0,The Springs of Toccoa,8372.0,Martin Baptist Church,8152.0,16,FH 2024 Split by County
STEPHENS,2024-04,44749.0,Martin Baptist Church,8372.0,The Springs of Toccoa,7555.0,16,FH 2024 Split by County
STEPHENS,2024-05,66234.0,"Greater Hearts Outreach Ministries, Inc.",13950.0,The Springs of Toccoa,8028.0,18,FH 2024 Split by County
STEPHENS,2024-06,44617.0,The Springs of Toccoa,9758.0,Martin Baptist Church,8152.0,13,FH 2024 Split by County
STEPHENS,2025-01,47560.0,The Springs of Toccoa,8616.0,"Greater Hearts Outreach Ministries, Inc.",7819.0,15,FH 2025 Split by County
STEPHENS,2025-02,56827.0,"Greater Hearts Outreach Ministries, Inc.",10485.0,Martin Baptist Church,9256.0,15,FH 2025 Split by County
STEPHENS,2025-03,79240.0,Martin Baptist Church,16888.0,"Greater Hearts Outreach Ministries, Inc.",9953.0,18,FH 2025 Split by County
STEPHENS,2025-04,76466.0,"Greater Hearts Outreach Ministries, Inc.",13428.0,First Baptist Church Toccoa,11375.0,18,FH 2025 Split by County
STEPHENS,2025-05,81944.0,Neighbors 4 Neighbors F2K,19143.0,"Greater Hearts Outreach Ministries, Inc.",11132.0,19,FH 2025 Split by County
STEPHENS,2025-06,96139.06,"Greater Hearts Outreach Ministries, Inc.",20916.58,The Salvation Army - Toccoa Co,17642.0,17,FH 2025 Split by County
TOWNS,2024-01,14834.0,Towns County Food Pantry,9558.0,Allens United Methodist Church,3900.0,3,FH 2024 Split by County
TOWNS,2024-02,5200.0,Towns County Food Pantry,3826.0,Mt. Zion Ministries - The Refuge,1374.0,2,FH 2024 Split by County
TOWNS,2024-03,6126.0,Towns County Food Pantry,4879.0,Mt. Zion Ministries - The Refuge,1247.0,2,FH 2024 Split by County
TOWNS,2024-04,16586.0,Mt. Zion Ministries - The Refuge,10019.0,Towns County Food Pantry,6567.0,2,FH 2024 Split by County
TOWNS,2024-05,9749.0,Towns County Food Pantry,7725.0,Mt. Zion Ministries - The Refuge,2024.0,2,FH 2024 Split by County
TOWNS,2024-06,2861.0,Mt. Zion Ministries - The Refuge,1545.0,Towns County Food Pantry,1316.0,2,FH 2024 Split by County
TOWNS,2025-01,8437.0,Towns County Food Pantry,7713.0,Christ for All People Ministries,724.0,2,FH 2025 Split by County
TOWNS,2025-02,10049.0,Towns County Food Pantry,5555.0,Christ for All People Ministries,4494.0,2,FH 2025 Split by County
TOWNS,2025-03,16197.0,Towns County Food Pantry,14031.0,Christ for All People Ministries,2166.0,2,FH 2025 Split by County
TOWNS,2025-04,10324.0,Towns County Food Pantry,7190.0,Christ for All People Ministries,2541.0,3,FH 2025 Split by County
TOWNS,2025-05,11784.0,Towns County Food Pantry,6773.0,Christ for All People Ministries,5011.0,2,FH 2025 Split by County
TOWNS,2025-06,10030.0,Towns County Food Pantry,8900.0,Christ for All People Ministries,1130.0,2,FH 2025 Split by County
WHITE,2024-01,30956.0,White County Food Pantry,13182.0,Helen First Baptist Church,7568.0,6,FH 2024 Split by County
WHITE,2024-02,30321.0,Helen First Baptist Church,8954.0,White County Food Pantry,8809.0,6,FH 2024 Split by County
WHITE,2024-03,29814.0,Helen First Baptist Church,8853.0,His Hands and Feet Ministries,8829.0,5,FH 2024 Split by County
WHITE,2024-04,32839.0,White County Food Pantry,10460.0,His Hands and Feet Ministries,8672.0,6,FH 2024 Split by County
WHITE,2024-05,28166.0,Helen First Baptist Church,8555.0,White County Food Pantry,8464.0,6,FH 2024 Split by County
WHITE,2024-06,29044.0,White County Food Pantry,9187.0,His Hands and Feet Ministries,8113.0,7,FH 2024 Split by County
WHITE,2025-01,30839.0,White County Food Pantry,12186.0,Helen First Baptist Church,10117.0,6,FH 2025 Split by County
WHITE,2025-02,35272.0,White County Food Pantry,12055.0,Helen First Baptist Church,9393.0,6,FH 2025 Split by County
WHITE,2025-03,39032.0,White County Food Pantry,10749.0,His Hands and Feet Ministries,10633.0,6,FH 2025 Split by County
WHITE,2025-04,39739.0,White County Food Pantry,11901.0,Helen First Baptist Church,8357.0,8,FH 2025 Split by County
WHITE,2025-05,48556.0,White County Food Pantry,16882.0,White County Family Connection,11529.0,5,FH 2025 Split by County
WHITE,2025-06,41495.0,White County Food Pantry,11070.0,Helen First Baptist Church,9598.0,6,FH 2025 Split by County
